# Tetrahedron method
        2.0270926862        0.0789757174        2.9559435627        0.0111081140        0.0111081140        0.0332037664
        2.1795609626        0.0571800047        2.1037101687        0.0134524804        0.0134524804        0.0115866986
        2.3320292391        0.0578772026        2.0893649909        0.0118489728        0.0118489728        0.0112644526
        2.4844975156        0.0351239978        0.8737806766        0.0067628592        0.0067628592        0.0059088117
        2.6369657921        0.0220893969        0.3728151678        0.0041535205        0.0041535205        0.0040375250
        2.7894340685        0.0151355973        0.2197517572        0.0041351075        0.0041351075        0.0047073004
        2.9419023450        0.0116895903        0.1194900418        0.0051681225        0.0051681225        0.0066933187
        3.0943706215        0.0074669568        0.0056982780        0.0043057643        0.0043057643        0.0063894440
        3.2468388979        0.0113068968        0.0066941008        0.0056178853        0.0056178853        0.0086288195
        3.3993071744        0.0166964439        0.0078100748        0.0071443904        0.0071443904        0.0114059578
        3.5517754509        0.0251344167        0.0114741589        0.0599567309        0.0599567309        0.0484172512
        3.7042437274        0.0571098664        0.0196195723        0.0712713477        0.0712713477        0.0844411443
        3.8567120038        0.0863791778        0.0262112283        0.0996998806        0.0996998806        0.1291323643
        4.0091802803        0.1369549285        0.0373634893        0.1296028554        0.1296028554        0.2001111081
        4.1616485568        0.1958209379        0.0474367392        0.1909963543        0.1909963543        0.2663721113
        4.3141168333        0.2870619372        0.0577369371        0.2155209291        0.2155209291        0.3241846959
        4.4665851097        0.3756423396        0.0674916811        0.2315505299        0.2315505299        0.3508091749
        4.6190533862        0.4307745235        0.0836933906        0.2639269251        0.2639269251        0.4098415999
        4.7715216627        0.4541815368        0.0633368631        0.2290205448        0.2290205448        0.3468161770
        4.9239899391        0.5288514838        0.0421487033        0.2165281921        0.2165281921        0.3204517628
        5.0764582156        0.4312669208        0.0357755347        0.2126548261        0.2126548261        0.3151723293
        5.2289264921        0.4732878979        0.0424014025        0.2256247448        0.2256247448        0.3272553729
        5.3813947686        0.3146806625        0.0280843218        0.1869289742        0.1869289742        0.2654623025
        5.5338630450        0.2744589739        0.0349509803        0.1633006398        0.1633006398        0.2187665333
        5.6863313215        0.2069658031        0.0237103371        0.1336005987        0.1336005987        0.1728438213
        5.8387995980        0.2114954937        0.0213051008        0.1274323865        0.1274323865        0.1752413542
        5.9912678745        0.2797229848        0.0194193862        0.1708695222        0.1708695222        0.2241950412
        6.1437361509        0.3681861203        0.0204349920        0.2135147232        0.2135147232        0.2835705440
        6.2962044274        0.3696950181        0.0178528738        0.2009033203        0.2009033203        0.3024739593
        6.4486727039        0.2817464026        0.0134825232        0.1762721269        0.1762721269        0.2647561867
        6.6011409803        0.2917805400        0.0125857106        0.1694757726        0.1694757726        0.3371116478
        6.7536092568        0.2677729402        0.0115183654        0.1666644084        0.1666644084        0.2852758429
        6.9060775333        0.2585614131        0.0087937566        0.1261373747        0.1261373747        0.2974012863
        7.0585458098        0.5101850610        0.0160582426        0.1825358046        0.1825358046        0.5203195557
        7.2110140862        0.3694743239        0.0149480304        0.2142623642        0.2142623642        0.4791067292
        7.3634823627        0.1871850700        0.0066277959        0.1882649230        0.1882649230        0.3047820204
        7.5159506392        0.1526839401        0.0053103212        0.1763619950        0.1763619950        0.3134107549
        7.6684189157        0.1169878453        0.0031417556        0.1233713618        0.1233713618        0.2173207887
        7.8208871921        0.1188180023        0.0032052983        0.1140449269        0.1140449269        0.2078659468
        7.9733554686        0.2344227335        0.0077108802        0.1471654921        0.1471654921        0.3352441932
        8.1258237451        0.3234814864        0.0090188463        0.1931399564        0.1931399564        0.5035275890
        8.2782920215        0.3956360097        0.0131210561        0.3224117021        0.3224117021        0.6983826754
        8.4307602980        0.3055053627        0.0102840615        0.2671246317        0.2671246317        0.3221884661
        8.5832285745        0.2440950590        0.0082841684        0.2358566501        0.2358566501        0.2534418713
        8.7356968510        0.2011177351        0.0068913532        0.2451883065        0.2451883065        0.2054658232
        8.8881651274        0.1946968061        0.0064769619        0.2826167600        0.2826167600        0.1941452106
        9.0406334039        0.2134135243        0.0071286744        0.3144605040        0.3144605040        0.2059495889
        9.1931016804        0.2250335957        0.0075852401        0.3381528513        0.3381528513        0.2201774081
        9.3455699568        0.2785264207        0.0103646640        0.4248541406        0.4248541406        0.2637067917
        9.4980382333        0.3132081662        0.0121862229        0.4967265856        0.4967265856        0.3362674917
        9.6505065098        0.2701778166        0.0098287038        0.4237494659        0.4237494659        0.2870119410
        9.8029747863        0.3152146789        0.0088978278        0.3907192299        0.3907192299        0.2302949416
        9.9554430627        0.2533814325        0.0073588791        0.2865555816        0.2865555816        0.1660069823
       10.1079113392        0.3402380402        0.0080218570        0.3616689915        0.3616689915        0.1697594612
       10.2603796157        0.4331892039        0.0077791278        0.4407965604        0.4407965604        0.1781685182
       10.4128478922        0.2703241398        0.0059531346        0.2524142431        0.2524142431        0.1169757267
       10.5653161686        0.2335062968        0.0058484087        0.1918054407        0.1918054407        0.1072723231
       10.7177844451        0.2415505357        0.0060462215        0.1573135027        0.1573135027        0.1024141709
       10.8702527216        0.1795943976        0.0050986168        0.1082157511        0.1082157511        0.0707206846
       11.0227209980        0.1887497117        0.0053150967        0.1026608584        0.1026608584        0.0693564524
       11.1751892745        0.2149671578        0.0058981548        0.1032679228        0.1032679228        0.0750516602
       11.3276575510        0.2263371636        0.0059092051        0.0901048860        0.0901048860        0.0677126867
       11.4801258275        0.2263617454        0.0057820886        0.0827114869        0.0827114869        0.0621837338
       11.6325941039        0.2825559731        0.0065672482        0.0900428501        0.0900428501        0.0711534110
       11.7850623804        0.2809960156        0.0071170992        0.0952830600        0.0952830600        0.0777872069
       11.9375306569        0.1953284485        0.0065005620        0.0834046792        0.0834046792        0.0688684696
       12.0899989334        0.1259182279        0.0061945933        0.1143481328        0.1143481328        0.0833002138
       12.2424672098        0.0687760462        0.0048544200        0.1531390782        0.1531390782        0.0895175605
       12.3949354863        0.0852722236        0.0041847189        0.1370888620        0.1370888620        0.0680118289
       12.5474037628        0.1235808563        0.0041844130        0.1829007217        0.1829007217        0.0573188703
       12.6998720392        0.1009000892        0.0034480367        0.1287085121        0.1287085121        0.0540211256
       12.8523403157        0.0951481285        0.0030852795        0.1155844925        0.1155844925        0.0521386083
       13.0048085922        0.0949951792        0.0028712806        0.1109187205        0.1109187205        0.0516362041
       13.1572768687        0.0999904026        0.0027568941        0.1133999108        0.1133999108        0.0537788588
       13.3097451451        0.1031927396        0.0026518745        0.2105268171        0.2105268171        0.0542031500
       13.4622134216        0.1120241369        0.0026685019        0.4395313557        0.4395313557        0.0586533562
       13.6146816981        0.1312289102        0.0028314211        0.5865415339        0.5865415339        0.0729322567
       13.7671499746        0.1553104891        0.0030360098        0.6555123864        0.6555123864        0.0905707387
       13.9196182510        0.0903155550        0.0016549709        0.3773104697        0.3773104697        0.0490772343
       14.0720865275        0.0808387570        0.0013068636        0.3329969193        0.3329969193        0.0428833913
       14.2245548040        0.0949268792        0.0010846819        0.3598437556        0.3598437556        0.0553288842
       14.3770230804        0.0711620976        0.0005501617        0.2989113690        0.2989113690        0.0397802974
       14.5294913569        0.0396341980        0.0002529676        0.2539243275        0.2539243275        0.0244921831
       14.6819596334        0.0036029438        0.0001345372        0.1683499509        0.1683499509        0.0113587659
       14.8344279099        0.0031689939        0.0001533339        0.1407688781        0.1407688781        0.0114592249
       14.9868961863        0.0007426988        0.0000538170        0.0115835505        0.0115835505        0.0006605332
       15.1393644628        0.0013230248        0.0001054389        0.0154259283        0.0154259283        0.0008946188
       15.2918327393        0.0017877741        0.0001353733        0.0180483946        0.0180483946        0.0010114635
       15.4443010157        0.0021865231        0.0001584631        0.0187532742        0.0187532742        0.0010100314
       15.5967692922        0.0026013958        0.0001789261        0.0192195140        0.0192195140        0.0010004300
       15.7492375687        0.0031062244        0.0002002409        0.0204981020        0.0204981020        0.0010426450
       15.9017058452        0.0037054236        0.0002225978        0.0223490274        0.0223490274        0.0011249795
       16.0541741216        0.0043561900        0.0002455970        0.0240810809        0.0240810809        0.0012278968
       16.2066423981        0.0050592721        0.0002660573        0.0258034388        0.0258034388        0.0013671068
       16.3591106746        0.0058548230        0.0002880097        0.0275062198        0.0275062198        0.0015550587
       16.5115789511        0.0066029655        0.0003028431        0.0286638735        0.0286638735        0.0017786207
       16.6640472275        0.0077857838        0.0003328080        0.0311515639        0.0311515639        0.0021685330
       16.8165155040        0.0090307936        0.0003589222        0.0335827859        0.0335827859        0.0027312578
       16.9689837805        0.0102272705        0.0003775401        0.0354905244        0.0354905244        0.0034024453
       17.1214520569        0.0122727468        0.0004207001        0.0393300210        0.0393300210        0.0043847971
       17.2739203334        0.0143427114        0.0004536945        0.0427870956        0.0427870956        0.0056925033
       17.4263886099        0.0171520459        0.0004993711        0.0474646080        0.0474646080        0.0075166175
       17.5788568864        0.0208845257        0.0005548203        0.0535456140        0.0535456140        0.0102153482
       17.7313251628        0.0260689698        0.0006255902        0.0617053440        0.0617053440        0.0142294686
       17.8837934393        0.0334284754        0.0007131056        0.0729007616        0.0729007616        0.0206910297
       18.0362617158        0.0475496691        0.0008621172        0.0945881587        0.0945881587        0.0324954981
       18.1887299923        0.0775077385        0.0011297069        0.1413844551        0.1413844551        0.0601266438
       18.3411982687        0.0828764745        0.0011441435        0.1380481841        0.1380481841        0.0875122056
       18.4936665452        0.1227948790        0.0016658160        0.1575692293        0.1575692293        0.2193120188
       18.6461348217        0.1838112867        0.0022626765        0.1676573437        0.1676573437        0.4398613236
       18.7986030981        0.2040614737        0.0015289482        0.1328180868        0.1328180868        0.5393912343
       18.9510713746        0.1019687770        0.0003659959        0.0819011781        0.0819011781        0.1863727703
       19.1035396511        0.0717278783        0.0001562561        0.0632234709        0.0632234709        0.0993640145
       19.2560079276        0.0474526295        0.0000465098        0.0447163052        0.0447163052        0.0488562794
       19.4084762040        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       19.5609444805        0.0060198503        0.0000307185        0.0019771598        0.0019771598        0.0299610462
       19.7134127570        0.0065934291        0.0000355239        0.0028487320        0.0028487320        0.0314132432
       19.8658810335        0.0053424170        0.0000367385        0.0032288336        0.0032288336        0.0240858122
       20.0183493099        0.0053638996        0.0000449835        0.0038754746        0.0038754746        0.0228895594
       20.1708175864        0.0058732317        0.0000586790        0.0048944374        0.0048944374        0.0236846246
       20.3232858629        0.0064781609        0.0000758957        0.0061325247        0.0061325247        0.0246245111
       20.4757541393        0.0061724774        0.0000869400        0.0068329901        0.0068329901        0.0219874611
       20.6282224158        0.0066641657        0.0001048504        0.0079515084        0.0079515084        0.0225886286
       20.7806906923        0.0071875212        0.0001236004        0.0091001939        0.0091001939        0.0232947275
       20.9331589688        0.0083288088        0.0002123512        0.0193639253        0.0193639253        0.0279984291
       21.0856272452        0.0097994275        0.0002820478        0.0259013708        0.0259013708        0.0318957042
       21.2380955217        0.0116114607        0.0003767557        0.0346906407        0.0346906407        0.0361716376
       21.3905637982        0.0153311414        0.0005451774        0.0487839896        0.0487839896        0.0429848734
       21.5430320747        0.0194854575        0.0007161601        0.0636342031        0.0636342031        0.0514132982
       21.6955003511        0.0345511556        0.0014095810        0.1188099734        0.1188099734        0.0744425840
       21.8479686276        0.0245724593        0.0008260143        0.0807613513        0.0807613513        0.0685212683
       22.0004369041        0.0247295129        0.0007564787        0.0803616200        0.0803616200        0.0733696663
       22.1529051805        0.0247148903        0.0006920883        0.0843692522        0.0843692522        0.0770217126
       22.3053734570        0.0251525342        0.0006396929        0.0937248309        0.0937248309        0.0833890545
       22.4578417335        0.0244071708        0.0005339088        0.0965717946        0.0965717946        0.0888490601
       22.6103100100        0.0237146740        0.0004510246        0.0652493773        0.0652493773        0.0904631873
       22.7627782864        0.0239969863        0.0004114775        0.0537323443        0.0537323443        0.0940630757
       22.9152465629        0.0245318973        0.0003846637        0.0464088464        0.0464088464        0.0978004548
       23.0677148394        0.0257735128        0.0003696563        0.0425572054        0.0425572054        0.1039642482
       23.2201831158        0.0268594269        0.0003578424        0.0394066283        0.0394066283        0.1093864728
       23.3726513923        0.0281605701        0.0003502943        0.0377116043        0.0377116043        0.1159349920
       23.5251196688        0.0297288681        0.0003462229        0.0365179108        0.0365179108        0.1232797792
       23.6775879453        0.0335092576        0.0003689528        0.0373550149        0.0373550149        0.1397144338
       23.8300562217        0.0372585772        0.0003830292        0.0390734376        0.0390734376        0.1566450811
       23.9825244982        0.0460883189        0.0004562666        0.0446130845        0.0446130845        0.1963281539
       24.1349927747        0.0538035852        0.0004809073        0.0511263445        0.0511263445        0.2294876978
       24.2874610512        0.0593325176        0.0004444578        0.0602270053        0.0602270053        0.2562149999
       24.4399293276        0.0314251874        0.0002699383        0.0142107129        0.0142107129        0.1166435853
       24.5923976041        0.0209552536        0.0001682543        0.0058058590        0.0058058590        0.0737578054
       24.7448658806        0.0161228981        0.0001181770        0.0031726543        0.0031726543        0.0550922124
       24.8973341570        0.0126531346        0.0000835263        0.0018114630        0.0018114630        0.0422322833
       25.0498024335        0.0100831647        0.0000600872        0.0010702747        0.0010702747        0.0330420399
       25.2022707100        0.0078878407        0.0000420593        0.0006129430        0.0006129430        0.0254315601
       25.3547389865        0.0061713115        0.0000290888        0.0003351886        0.0003351886        0.0196031275
       25.5072072629        0.0043092933        0.0000176926        0.0001524195        0.0001524195        0.0135045655
       25.6596755394        0.0021161341        0.0000075289        0.0000431872        0.0000431872        0.0065544737
       25.8121438159        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       25.9646120924        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       26.1170803688        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       26.2695486453        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       26.4220169218        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       26.5744851982        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       26.7269534747        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       26.8794217512        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       27.0318900277        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       27.1843583041        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       27.3368265806        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       27.4892948571        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       27.6417631336        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       27.7942314100        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       27.9466996865        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       28.0991679630        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       28.2516362394        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
