# Tetrahedron method
       -2.2420190551        0.0000000000
       -2.0895507786        0.0000000000
       -1.9370825021        0.0000000000
       -1.7846142256        0.0000000000
       -1.6321459492        0.0000000000
       -1.4796776727        0.0000000000
       -1.3272093962        0.0000000000
       -1.1747411198        0.0000000000
       -1.0222728433        0.0000000000
       -0.8698045668        0.0000000000
       -0.7173362903        0.0000000000
       -0.5648680139        0.0000000000
       -0.4123997374        0.0000000000
       -0.2599314609        0.0000000000
       -0.1074631844        0.0000000000
        0.0450050920        0.0000000000
        0.1974733685        0.0000000000
        0.3499416450        0.0092311851
        0.5024099214        0.0194936043
        0.6548781979        0.0380696547
        0.8073464744        0.0670178746
        0.9598147509        0.1075810514
        1.1122830273        0.3659957813
        1.2647513038        0.6016517286
        1.4172195803        1.1066148534
        1.5696878567        2.3908214838
        1.7221561332        2.9904362219
        1.8746244097        2.0223554923
        2.0270926862        3.0833923384
        2.1795609626        2.1155393294
        2.3320292391        2.2076392469
        2.4844975156        0.9192483081
        2.6369657921        0.4021391738
        2.7894340685        0.2462550509
        2.9419023450        0.1477600861
        3.0943706215        0.0307012258
        3.2468388979        0.0410524736
        3.3993071744        0.0536149808
        3.5517754509        0.2332124461
        3.7042437274        0.3069239550
        3.8567120038        0.4382932776
        4.0091802803        0.6521051416
        4.1616485568        0.8787992887
        4.3141168333        1.1074987500
        4.4665851097        1.3243271514
        4.6190533862        1.4136708471
        4.7715216627        1.3134990373
        4.9239899391        1.3213377779
        5.0764582156        1.2168442733
        5.2289264921        1.3009519555
        5.3813947686        0.9770605873
        5.5338630450        0.8296744765
        5.6863313215        0.6656908069
        5.8387995980        0.6686588085
        5.9912678745        0.8475648608
        6.1437361509        1.1073263431
        6.2962044274        1.0919110921
        6.4486727039        0.9176425023
        6.6011409803        0.9677929906
        6.7536092568        0.9148948014
        6.9060775333        0.7928609145
        7.0585458098        1.4527908199
        7.2110140862        1.2971895619
        7.3634823627        0.8526878310
        7.5159506392        0.7975670616
        7.6684189157        0.5667921977
        7.8208871921        0.5644409551
        7.9733554686        0.8883638697
        8.1258237451        1.2021101236
        8.2782920215        1.6830380308
        8.4307602980        1.1529503866
        8.5832285745        0.9642057384
        8.7356968510        0.9142693106
        8.8881651274        0.9740306855
        9.0406334039        1.0520366267
        9.1931016804        1.1495306407
        9.3455699568        1.4040767553
        9.4980382333        1.6552905423
        9.6505065098        1.4165256701
        9.8029747863        1.3241122510
        9.9554430627        0.9790619540
       10.1079113392        1.2107865035
       10.2603796157        1.5141083180
       10.4128478922        0.9035131425
       10.5653161686        0.7371063012
       10.7177844451        0.6217262613
       10.8702527216        0.4805167214
       11.0227209980        0.4800582679
       11.1751892745        0.4970783597
       11.3276575510        0.4781605882
       11.4801258275        0.4715687881
       11.6325941039        0.5040115029
       11.7850623804        0.5694613070
       11.9375306569        0.4531990072
       12.0899989334        0.4467518077
       12.2424672098        0.4676688729
       12.3949354863        0.4200938825
       12.5474037628        0.5505540188
       12.6998720392        0.4169219420
       12.8523403157        0.3803386304
       13.0048085922        0.3687055296
       13.1572768687        0.3821615056
       13.3097451451        0.5853209363
       13.4622134216        1.0513972194
       13.6146816981        1.3728642672
       13.7671499746        1.5754994131
       13.9196182510        0.9175103057
       14.0720865275        0.7888518346
       14.2245548040        0.8726871795
       14.3770230804        0.7073641629
       14.5294913569        0.5676115039
       14.6819596334        0.3535195818
       14.8344279099        0.2674456363
       14.9868961863        0.0258482570
       15.1393644628        0.0349381575
       15.2918327393        0.0397017215
       15.4443010157        0.0411626629
       15.5967692922        0.0428473934
       15.7492375687        0.0460445922
       15.9017058452        0.0496440395
       16.0541741216        0.0541000256
       16.2066423981        0.0589491471
       16.3591106746        0.0628885011
       16.5115789511        0.0658615583
       16.6640472275        0.0730147080
       16.8165155040        0.0794962779
       16.9689837805        0.0853814786
       17.1214520569        0.0953921079
       17.2739203334        0.1062289179
       17.4263886099        0.1190684152
       17.5788568864        0.1377805249
       17.7313251628        0.1623672544
       17.8837934393        0.1989317277
       18.0362617158        0.2670495194
       18.1887299923        0.4184129290
       18.3411982687        0.4391573644
       18.4936665452        0.6451582053
       18.6461348217        0.9551238819
       18.7986030981        1.0341848509
       18.9510713746        0.4594933642
       19.1035396511        0.3022662381
       19.2560079276        0.1901343983
       19.4084762040        0.0000000000
       19.5609444805        0.0405438543
       19.7134127570        0.0445374640
       19.8658810335        0.0367717307
       20.0183493099        0.0372001526
       20.1708175864        0.0403787126
       20.3232858629        0.0440867514
       20.4757541393        0.0432790766
       20.6282224158        0.0461785634
       20.7806906923        0.0502435702
       20.9331589688        0.0741707538
       21.0856272452        0.0925798431
       21.2380955217        0.1157792907
       21.3905637982        0.1558521814
       21.5430320747        0.1977778186
       21.6955003511        0.3610258440
       21.8479686276        0.2565158791
       22.0004369041        0.2582880462
       22.1529051805        0.2688048912
       22.3053734570        0.2955200899
       22.4578417335        0.3091513607
       22.6103100100        0.2470425996
       22.7627782864        0.2257805672
       22.9152465629        0.2125544599
       23.0677148394        0.2169766825
       23.2201831158        0.2171363543
       23.3726513923        0.2194348419
       23.5251196688        0.2236499179
       23.6775879453        0.2492552547
       23.8300562217        0.2727528955
       23.9825244982        0.3287327550
       24.1349927747        0.3870694721
       24.2874610512        0.4370798395
       24.4399293276        0.1769227854
       24.5923976041        0.1057575428
       24.7448658806        0.0771258602
       24.8973341570        0.0578532539
       25.0498024335        0.0447939673
       25.2022707100        0.0341185784
       25.3547389865        0.0259297046
       25.5072072629        0.0177289892
       25.6596755394        0.0077362893
       25.8121438159        0.0000000000
       25.9646120924        0.0000000000
       26.1170803688        0.0000000000
       26.2695486453        0.0000000000
       26.4220169218        0.0000000000
       26.5744851982        0.0000000000
       26.7269534747        0.0000000000
       26.8794217512        0.0000000000
       27.0318900277        0.0000000000
       27.1843583041        0.0000000000
       27.3368265806        0.0000000000
       27.4892948571        0.0000000000
       27.6417631336        0.0000000000
       27.7942314100        0.0000000000
       27.9466996865        0.0000000000
       28.0991679630        0.0000000000
       28.2516362394        0.0000000000
